Location,Date,Sentinel-2,X,Y,Longitude,Latitude,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,NDVI,FDI,label
Accra,20181031,B,1448,646,0.40324920415878296,5.7461442947387695,0.0039518327,0.010945711,0.026094263,0.018858204,0.036771417,0.051736597,0.065027505,0.11163872,0.04861049,0.009872714,0.010765553,0.7109785668204716,0.13429531470721387,4
Okinawa,20211026,A,3090,892,127.89915466308594,26.750141143798828,0.03520867,0.048967503,0.039788052,0.040568568,0.035805997,0.03590597,0.032464,0.040858153,0.03292526,0.021144753,0.014453266,0.003556387834897612,0.031112088,5
Accra,20181031,B,3772,451,0.10198211669921876,5.663489818572997,0.012034338,0.01935533,0.03926502,0.028092958,0.045219626,0.056067362,0.08513528,0.13109143,0.07382787,0.008154491,0.009284844,0.6470387787023436,0.1601664662229744,4
Gulf of Gera,20210711,A,48,37,26.52457618713379,39.03956604003906,0.021250907000000003,0.056528598,0.06870427,0.055792417000000004,0.049532887000000005,0.03650431,0.052326847,0.058208097,0.036407713,0.019877573,0.022338107000000003,0.021190079897359028,0.05116977755315561,2
Accra,20181031,B,1447,646,0.4031590521335602,5.746144771575928,0.004889967,0.009515348,0.026372109,0.017854335,0.038137637,0.055041037,0.044773664000000005,0.099270284,0.048382923,0.010765621,0.0106490245,0.6951224234078405,0.12290779457774488,4
Accra,20181031,B,3710,530,0.09635341912508012,5.656383991241455,0.012646761,0.014266152,0.02039454,0.014247813,0.04727699,0.0637004,0.07338811,0.05878048,0.07472321,0.01099136,0.010272861,0.6098001907288181,0.08874539330653691,4
Marmara Sea,20210606,B,1346,743,29.06608772277832,40.95867538452149,0.05693629400000001,0.05159489,0.04714873,0.026918847000000003,0.028261224,0.027604602,0.027814562,0.024313662000000003,0.024623608,0.007313884,0.0059649395,-0.05085023261304651,0.032766186,6
Marmara Sea,20210606,B,1011,885,29.02591323852539,40.94659805297852,0.047091283,0.03345077,0.030020049,0.010784632,0.008690330999999999,0.009402686,0.013116635,0.008697223,0.01052436,0.0016018733,0.0023025246,-0.10714631640570152,0.013156781,6
Caribbean Sea,20161103,A,6184,3676,-86.422119140625,15.947690963745115,0.021932265,0.025189305,0.021926835,0.012303402,0.010881452,0.012977993,0.014098796,0.011892041,0.013965644,0.013815283,0.0119543495,-0.017001589927491675,-0.0025698017313244108,1
Gulf of Gera,20210621,A,3,18,26.519365310668945,39.041259765625,0.03800133,0.051320165,0.04720024,0.035519958,0.03462103,0.03468137,0.037854612,0.034966487000000004,0.037518162,0.03329707,0.027545685,-0.007852162213599974,0.002738380723527563,1
Gulf of Gera,20210726,B,49,37,26.52469062805176,39.03956985473633,0.012976888,0.039529417000000004,0.057353586,0.053913087,0.04617317,0.047670387,0.053339085999999994,0.057851985,0.046961765999999995,0.020762874,0.018313032,0.035242656131425416,0.05799693736957901,2
Accra,20181031,B,1456,639,0.4039742350578308,5.746771812438965,0.004746305,0.016664093,0.03780932,0.029872723,0.07012338,0.0950681,0.11983631,0.17063463,0.11180303,0.012852465,0.011212942,0.7020286532833537,0.22166581792045686,4
Caribbean Sea,20171009,A,3518,1824,-86.32664489746094,15.915955543518065,0.033998374,0.066044666,0.07570455,0.06901501,0.034345955,0.04326742,0.047787614000000006,0.09668459,0.054167483,0.028411858,0.017440993000000002,0.16698640189837513,0.07974427492466546,2
Gulf of Gera,20210626,B,47,41,26.52446174621582,39.039207458496094,0.01635222,0.03422119,0.05122588,0.0793869,0.103618175,0.11926122,0.13883159,0.1338251,0.167193,0.044901904000000006,0.019897138999999998,0.25532427818321674,0.14670228795430504,3
Vigo,20160920,A,7,543,-8.916215896606445,42.21836471557617,0.044564303,0.034996916,0.032294516,0.024376504,0.017782116,0.017503606,0.015657283,0.02238145,0.018244147,0.011981187,0.008981474,-0.04266769243153794,0.014664702,7
Caribbean Sea,20161103,A,6175,3657,-86.42295837402344,15.949411392211914,0.022103861,0.023895511,0.017550588,0.013968956,0.010066665,0.012522549,0.013544624,0.009808285,0.015490398999999997,0.013810228,0.012179195,-0.17498544090964968,-0.004996295480349806,1
Durban,20190424,B,749,565,31.082561492919922,-29.851423263549805,0.037336037,0.057386808,0.055186458,0.041597504,0.036233064,0.044645168,0.042728525,0.059903093,0.06054255400000001,0.027909715,0.017169634,0.1803495697665699,0.04499725336894436,2
Marmara Sea,20210606,B,1090,963,29.03507804870605,40.93940734863281,0.05086171,0.066075295,0.06532628,0.043093458,0.03715136,0.034656636,0.036197484,0.03446945,0.030429801,0.0049129655,0.0040767393,-0.11118727008017804,0.05266808,6
Durban,20190424,B,694,624,31.07676696777344,-29.85666084289551,0.033063695,0.044818573,0.059285186,0.045327608,0.023067005,0.021433575,0.026167398,0.04645835,0.031085776,0.01462438,0.01057852,0.012319335382434031,0.037124888814258517,2
Accra,20181031,B,3859,369,0.10986673086881638,5.6708550453186035,0.014799519,0.017814416,0.028598685,0.014920243,0.023981694,0.02176004,0.029003736,0.05800306,0.026111977,0.009584052,0.01089123,0.5907962918245764,0.05788006235244341,4
Gulf of Gera,20210825,B,47,43,26.52446365356445,39.03902816772461,0.0033975814000000003,0.023452196,0.052634984,0.06964045,0.06354399,0.088195816,0.085382216,0.12734757,0.09514055,0.015056611000000001,0.008534191,0.2929473579154712,0.16912199347535434,3
Marmara Sea,20210606,B,1127,974,29.039440155029297,40.9383430480957,0.04948304,0.03979397,0.039736036,0.017901156,0.028552698,0.024380933,0.024432566,0.015416461,0.02233772,0.0031191783000000003,0.0033674168,-0.07457601184382426,0.02881821,6
Gulf of Gera,20210716,B,47,43,26.52446365356445,39.03902816772461,0.02003939,0.028782157000000006,0.051746547000000004,0.10336102,0.10175113400000001,0.10466536,0.1322616,0.16034329,0.13799332,0.012883796000000001,0.011057221,0.2160839540316956,0.2187761186185741,3
Okinawa,20211026,A,3122,827,127.90231323242188,26.75603485107422,0.06507517,0.08404858,0.09560501,0.11873044,0.11523348,0.113394655,0.11844534,0.11168003,0.1064053,0.066692226,0.037351225,-0.030599347330006344,0.08105167,5
Caribbean Sea,20171009,A,3111,1643,-86.36461639404297,15.932433128356935,0.025291376,0.05295473,0.056054857,0.05609586,0.036471177,0.043278,0.039327133,0.07515792,0.042720687,0.030134516,0.02018091,0.14523056021700867,0.05517287130966178,2
Okinawa,20211026,A,3110,849,127.90113067626952,26.754039764404297,0.047831703,0.057859913,0.06463004,0.07076350599999999,0.113670714,0.11006123,0.114240035,0.068534665,0.11431425,0.068451166,0.038748495,-0.01600050441437595,0.032215007000000004,5
Vigo,20160920,A,37,512,-8.912577629089355,42.221153259277344,0.04171084,0.046480887,0.03921285,0.024273792,0.033540606,0.035545252,0.029319838,0.026221503,0.031983465,0.01655137,0.011874621,0.03857212835374057,0.024337308,7
Gulf of Gera,20210810,A,48,37,26.52457618713379,39.03956604003906,0.020254541,0.039882652000000005,0.05051887,0.043998115,0.033955272,0.030328128,0.03739905,0.04137188,0.026856397999999997,0.0075400397,0.006948359,-0.03076297474305812,0.051428921656095215,2
Durban,20190424,B,755,555,31.08319854736328,-29.850528717041016,0.04702551,0.05814977,0.056719735,0.042666145,0.03446702,0.033059753,0.03924979,0.050906423,0.040092837,0.026178971,0.018776592,0.08806296734316403,0.0300739957457161,2
Gulf of Gera,20210731,A,74,40,26.5275821685791,39.039310455322266,0.011777102,0.017835032,0.032607537,0.009716679,0.008557113,0.018562028,0.025052208,0.018948436000000003,0.023466814,0.018445745,0.015581177,0.322055467072084,0.0005924853427457626,1
Accra,20181031,B,1455,639,0.403884083032608,5.746772766113281,0.0047478755,0.016951112,0.033951316,0.027117342000000003,0.11145168,0.15401529,0.18405671,0.16493575,0.16586621,0.014191138,0.01168011,0.7176057753863188,0.2593915572709964,4
Gulf of Gera,20210805,B,60,51,26.52597045898437,39.03831100463867,0.0046874643,0.009094198000000001,0.024146535,0.008293121,0.008498618000000001,0.015685761,0.019912693999999998,0.020161849,0.023875382,0.020078686999999998,0.016841365,0.4171056233761624,-0.003330253950497141,1
Caribbean Sea,20161103,A,6175,3658,-86.42295837402344,15.949320793151855,0.022104606,0.020736817,0.019747226,0.014442036,0.011593965,0.014367048,0.014437252,0.009576085,0.015598739,0.014243586,0.011607146,-0.2025949906739166,-0.004572162995785483,1
Accra,20181031,B,1453,641,0.4037026762962341,5.746592998504639,0.004431403,0.014094019,0.029125113,0.020224484,0.060392365,0.08123576,0.100046135,0.13099542,0.08749012,0.009515657,0.009700998,0.7325155820757563,0.17720811889570556,4
Gulf of Gera,20210830,A,48,38,26.52457618713379,39.03947830200195,0.017834331999999998,0.06665991,0.076987565,0.06736296,0.042207155,0.029958508999999998,0.030261287,0.03570776,0.026075672,0.0049271057,0.002716932,-0.3071211688440713,0.05011003526993993,2
Okinawa,20211026,A,2444,915,127.83422088623048,26.747547149658203,0.04055637,0.05859609,0.04999321,0.04991716,0.035397705,0.02902156,0.033839125,0.049705938,0.0258928,0.020178562,0.014701717,-0.0021202111181084127,0.036355983,5
Gulf of Gera,20210621,A,39,14,26.523521423339844,39.0416374206543,0.022899777000000003,0.026125055,0.021292377,0.006434411700000001,0.005489514,0.008292653,0.007344387,0.0075144754000000015,0.008459211,0.0076581417,0.006378834,0.07743009834813278,0.000346306655189128,1
Okinawa,20211026,A,2886,312,127.8781280517578,26.80233764648437,0.03244997,0.03870208,0.033475712000000005,0.036606193,0.028963549,0.030310301,0.029439896,0.03027986,0.026715534,0.01646182,0.012225882,-0.0945837393036183,0.024511911,5
Gulf of Gera,20210721,A,49,37,26.52469062805176,39.03956985473633,0.02417716,0.07152879,0.08881219,0.07948741,0.044138152,0.053852748,0.05131156,0.08420252,0.058216363,0.013332378999999998,0.006419110600000001,0.0288051317512324,0.10216018255526284,2
Gulf of Gera,20210810,A,47,42,26.52446365356445,39.03911590576172,0.02080435,0.031983774,0.049893677000000004,0.07275983,0.05771208,0.06548635,0.07226385,0.10756727,0.07449838,0.006225455600000001,0.006011724,0.1930238993473527,0.14710338800210726,3
Gulf of Gera,20210626,B,49,37,26.52469062805176,39.03956985473633,0.01791756,0.07334868,0.08674676,0.07489108,0.029634545,0.050388385,0.046113065999999994,0.07345252,0.053493503,0.014727298,0.009604219,-0.009697486106579629,0.08643479943833296,2
Marmara Sea,20210606,B,1390,810,29.071125030517567,40.95254898071289,0.046293456,0.039574444,0.036150835,0.015144362,0.011823864,0.010858257,0.010408078,0.015481127,0.010478965,0.0035258331,0.0039376114,0.010996232582604615,0.017652776000000002,6
Accra,20181031,B,1632,480,0.4199277758598328,5.761034965515138,0.008146216,0.012537338,0.02864137,0.01946503,0.09300464,0.12819366,0.15178542,0.107725486,0.12380223,0.013578037,0.011937753999999998,0.6939232481767743,0.1832067219593822,4
Gulf of Gera,20210810,A,49,38,26.52469253540039,39.03947830200195,0.020254541,0.048140403,0.06799586,0.05649549,0.040194022999999995,0.042490717000000004,0.042251832999999996,0.06858215,0.037453156,0.005786976,0.006245830999999999,0.09663325915007663,0.09113799538752496,2
